Name;Country;Potential emissions (Gt CO2);Fuel;New project;Latitude;Longitude;Start year;Description;Operator;Operator copy;Banks;
Haynesville/Bossier Shale;United States;132.0;Oil&Gas;;32.5;-93.9;2008;The Haynesville/Bossier Shale is a large natural gas field located in the northern part of Louisiana and east Texas, United States. It was discovered in 2008 by a joint venture between Petrohawk Energy and Chesapeake Energy through their drilling of the Haynesville No.1 well. The discovery of the Haynesville/Bossier Shale formation is considered one of the most significant and largest natural gas reserves in the United States with estimated reserves of 200 trillion cubic feet of natural gas. The exploitation of this field has been a major source of natural gas for the US, making it one of the largest natural gas producing regions in the country.;Petrohawk Energy and Chesapeake Energy;Petrohawk Energy and Chesapeake Energy;;
Permian Conventional_Texas;United States;21.0;Oil&Gas;;32.0;-102.5;1924;The Permian Conventional_Texas project is a major oil and gas exploitation project in the Permian Basin in Texas. It was started in 1924 and has been operational ever since. The project is owned by various companies, including Chevron, ExxonMobil, and Anadarko.;Chevron,ExxonMobil,Anadarko;Chevron,ExxonMobil,Anadarko;;
Western Gulf Province_Texas;United States;51.0;Oil&Gas;;27.8;-97.5;2003;The Western Gulf Province (WGP) is an oil and gas producing region located in Texas, USA. It is one of the largest onshore U.S. producing regions, with more than 1,200 wells. The main objectives of this project are to increase production of oil and gas from the region, to develop infrastructure for transporting and processing these products, and to create jobs in the area.;Chevron,ExxonMobil,Anadarko Petroleum Corporation,Apache Corporation;Chevron,ExxonMobil,Anadarko Petroleum Corporation,Apache Corporation;;
Woodford Shale;United States;34.0;Oil&Gas;;35.3;-98.4;2007;Woodford Shale is a geological formation located in Oklahoma and Arkansas. The formation, which reaches depths of up to 7,000 feet, contains natural gas and oil, and has been the target of exploration and development since the early 2000s. The formation was discovered in the late 1990s and has been explored and developed by many operators, including Chesapeake Energy, Devon Energy, and Chevron.;Chesapeake Energy,Devon Energy,Chevron;Chesapeake Energy,Devon Energy,Chevron;;
Bakken Shale;United States;59.0;Oil&Gas;;47.7;-103.4;2006;The Bakken Shale is an oil and natural gas formation located primarily beneath North Dakota and Montana. The Bakken Shale consists of three members, the middle member being the source rock for the oil and natural gas. The Bakken Shale has proven to be a major source of crude oil and natural gas, and is estimated to contain 7.4 billion barrels of oil and 6.7 trillion cubic feet of natural gas. The drilling of Bakken Shale is a highly advanced operation, using advanced technologies such as horizontal drilling and hydraulic fracturing to access the oil and natural gas reserves.;Continental Resources,Statoil,Hess Corporation,Marathon Oil Corporation,Whiting Petroleum Corporation,EOG Resources,XTO Energy Inc.,Oasis Petroleum,ConocoPhillips;Continental Resources,Statoil,Hess Corporation,Marathon Oil Corporation,Whiting Petroleum Corporation,EOG Resources,XTO Energy Inc.,Oasis Petroleum,ConocoPhillips;;
West Florida Offshore;United States;11.0;Oil&Gas;New project;27.9;-83.0;2014;The West Florida Offshore project is an offshore oil and gas exploration and production project located in the Gulf of Mexico, approximately 100 miles west of Tampa Bay. The project was initiated in 2014 by a consortium of oil and gas companies, including Chevron, ExxonMobil, and BP. The project is aimed at unlocking an estimated 1.7 billion barrels of oil and natural gas reserves, primarily from the Gila and Desoto Canyon lease blocks.;Chevron,ExxonMobil,BP;Chevron,ExxonMobil,BP;;
Barnett Shale;United States;14.0;Oil&Gas;;32.7;-97.1;2002;Barnett Shale is an underground rock formation located in the Fort Worth Basin in North Texas. It is one of the largest sources of natural gas in the United States, producing more than 5% of the nation's natural gas. The Barnett Shale project was first developed in 2002 by Range Resources and Devon Energy and has since become one of the most productive natural gas plays in the US.;Range Resources,Devon Energy;Range Resources,Devon Energy;;
Chukchi Sea Offshore;United States;25.0;Oil&Gas;New project;71.1;-168.0;2015;The Chukchi Sea Offshore project is an oil and gas exploration project located in the Chukchi Sea in the United States. The project was initiated by Shell Oil in 2015 and is focused on exploring and developing oil and gas resources in the area. Shell Oil is the primary operator, but other companies such as BP and ConocoPhillips are involved in the project as well.;Shell Oil,BP,ConocoPhillips;Shell Oil,BP,ConocoPhillips;;
Youngs Creek Coal Mine;United States;11.0;Coal;New project;36.7;-92.9;2013;Youngs Creek Coal Mine is a large surface coal mining operation located in Carter County, Missouri, in the Ozarks. The mine was first established in 2013 by Arch Coal, Inc., and produces coal from the Middle and Lower Pennsylvanian-age Pottsville Formation. The mine has an average annual production of 4.2 million short tons of coal and is active in the reclamation of mined land.;Arch Coal;Arch Coal;;
Hamilton County Mine No.1;United States;12.0;Coal;;38.9;-75.8;1972;Hamilton County Mine No.1 is a coal mining project located in Hamilton County, Ohio, United States. The mine was opened in 1972 and is owned by a subsidiary of the American Electric Power Company. The mine produces coal for the purpose of generating electricity for the company's customers.;American Electric Power Company;American Electric Power Company;;
Marcellus Shale;United States;267.0;Oil&Gas;;41.5;-77.2;2008;Marcellus Shale is a large rock formation located in the Appalachian Basin. It has been estimated to contain between 168 and 516 trillion cubic feet of natural gas. It is one of the largest natural gas fields in the United States and has been a major source of natural gas production since 2008.;ExxonMobil,Chevron,Anadarko,EQT,Cabot Oil & Gas Corporation,Range Resources,Southwestern Energy;ExxonMobil,Chevron,Anadarko,EQT,Cabot Oil & Gas Corporation,Range Resources,Southwestern Energy;;
Permian Midland Tight;United States;166.0;Oil&Gas;;31.4;-102.4;2019;The Permian Midland Tight project is a major oil and gas exploitation project located in the Permian Basin in West Texas. The project began in 2019 and is owned by multiple operators, including Chevron, ExxonMobil, and Apache Corporation. The project is designed to increase the production of oil and gas from the tight formations located in the Permian Basin.;Chevron,ExxonMobil,Apache Corporation;Chevron,ExxonMobil,Apache Corporation;;
MC #1 Coal Mine;United States;29.0;Coal;;39.1;-81.5;1900;MC #1 Coal Mine is a large-scale coal mining operation located in the United States. It was first established in 1900 and has been in continuous operation ever since. The mine produces coal for both domestic and export markets and employs hundreds of people in the local area.;ABC Mining Company;ABC Mining Company;;
Baltimore Canyon Offshore;United States;16.0;Oil&Gas;New project;36.2;-72.7;1992;The Baltimore Canyon Offshore Project is located in the Atlantic Ocean off the coast of Maryland, approximately 50 miles from Ocean City. The project consists of several offshore platforms, drilling rigs, and associated pipelines. It was established in 1992, and is operated by the Baltimore Canyon Offshore Company. It is used to explore and exploit the natural resources of the area, such as oil, natural gas, and coal.;Baltimore Canyon Offshore Company;Baltimore Canyon Offshore Company;;
Austin Chalk Tight;United States;14.0;Oil&Gas;;29.6;-96.7;2019;The Austin Chalk Tight project is an oil and gas exploration project in Gonzales and DeWitt counties, Texas. The project is owned and operated by Hilcorp Energy Company, a privately held oil and gas exploration and production company based in Houston, Texas. The project is targeting the Austin Chalk formation and is expected to have a total resource potential of over 500 million barrels of oil equivalent. The project is part of Hilcorp's strategy to develop and produce tight oil in the Eagle Ford Shale region of South Texas.;Hilcorp Energy Company;Hilcorp Energy Company;;
Gulf Coast Centre Offshore;United States;11.0;Oil&Gas;New project;28.6;-96.3;1999;Gulf Coast Centre Offshore is an offshore oil and gas exploration and production project located in the Gulf of Mexico. The project was developed by ExxonMobil, Chevron and other operators in 1999 to explore and produce oil and natural gas in the region. It has resulted in the production of over 1.2 billion barrels of oil and 1.2 trillion cubic feet of natural gas since its inception.;ExxonMobil,Chevron;ExxonMobil,Chevron;;
Utica Shale;United States;77.0;Oil&Gas;;41.4;-82.6;2011;The Utica Shale is a geological formation located in the Appalachian Basin of the United States. The formation is rich in oil and gas reserves, and is the target of exploration by several energy companies.  The Utica Shale has been explored and developed since 2011, mainly in Ohio, but also in Pennsylvania, West Virginia, and New York.;Antero Resources Corporation,Gulfport Energy Corporation,Halcon Resources Corporation,Hess Corporation,Hilcorp Energy Company,Marathon Oil Corporation,Noble Energy Inc.,Rex Energy Corporation;Antero Resources Corporation,Gulfport Energy Corporation,Halcon Resources Corporation,Hess Corporation,Hilcorp Energy Company,Marathon Oil Corporation,Noble Energy Inc.,Rex Energy Corporation;;
Beaufort Sea Offshore;United States;13.0;Oil&Gas;New project;68.2;-153.6;2008;The Beaufort Sea Offshore project is an onshore and offshore oil and gas project located in the Beaufort Sea in the United States. The project was started in 2008 and is focused on oil and gas exploration. The main operators involved in the project are ConocoPhillips and BP.;ConocoPhillips and BP;ConocoPhillips and BP;;
Angren Coal Mine;Uzbekistan;24.0;Coal;New project;41.1;70.0;1990;The Angren coal mine is the second largest coal mine in Central Asia and is located in the Angren region of Uzbekistan. The mine is owned and operated by the Uzbekistan State Mining Company and was established in 1990. It produces coal for use as fuel in thermal power plants and as a raw material in the production of coke.;Uzbekistan State Mining Company;Uzbekistan State Mining Company;;
La Luna Shale;Venezuela;11.0;Oil&Gas;New project;8.4;-71.2;2017;The La Luna Shale project is an exploration and exploitation project located in the state of Monagas, Venezuela. The project is operated by the state-owned oil company Petróleos de Venezuela SA (PDVSA) with the aim of increasing production of heavy oil and bitumen in the area. The project is expected to produce around 100,000 barrels of oil per day.;Petróleos de Venezuela SA (PDVSA);Petróleos de Venezuela SA (PDVSA);;
Orinoco Joint Ventures;Venezuela;67.0;Oil&Gas;;8.1;-62.7;2004;The Orinoco Joint Ventures project is an oil production and refining joint venture between Chevron Corporation, PDVSA and other companies. The project began in 2004 in the Orinoco belt of Venezuela, with production and refining of oil to be exported to the United States and other countries. The project is considered to be a key part of the Venezuelan economy and has been a source of political and economic controversy.;Chevron Corporation,PDVSA;Chevron Corporation,PDVSA;;
